id,replaces,unit,difficulty,cognitive,question,choices,answer1based,answerFeedback,allChoiceFeedback,takeaway,material,context,scope,sources
920115,910115,6,3,3,Which pair distinguishes a natural water source and treatment equipment on Dokdo?,"[""Desalination equipment — Mulgol"", ""Mulgol — desalination equipment"", ""Lighthouse — dock""]",2,Mulgol supplies naturally dripping water; desalination processes seawater.,"[""The requested order is natural source first; this reverses the pair."", ""Mulgol supplies naturally dripping water; desalination processes seawater."", ""These facilities concern navigation and docking, not water supply.""]",Desalination equipment removes salt from seawater to provide usable fresh water.,"Mulgol: a historical source of dripping rock water on Seodo.
Desalination: equipment removing salt from seawater.",,,https://dokdo.mofa.go.kr/kor/introduce/facility.jsp | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66
920116,910116,6,4,3,Does filtering only sand from seawater produce fresh water for use on Dokdo?,"[""Yes; clear-looking water has lost all salt"", ""Yes; simply cooling it makes all the water fresh"", ""No; dissolved salt must also be removed""]",3,Visible sand and dissolved salt differ; removing sand alone is not desalination.,"[""Water can look clear while still containing dissolved salt."", ""Simple cooling is not the same as removing salt."", ""Visible sand and dissolved salt differ; removing sand alone is not desalination.""]",Desalination equipment removes salt from seawater to provide usable fresh water.,Desalination on Dokdo removes salt to produce usable water. Sand consists of particles; salt can be dissolved in the water.,,,https://dokdo.mofa.go.kr/kor/introduce/facility.jsp | https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66
920117,910117,6,1,1,What route do people use to walk uphill from Dongdo’s dock?,"[""Steps and paths"", ""Cargo cableway"", ""Vessel route""]",1,Steps and paths lead uphill from Dongdo’s dock.,"[""Steps and paths lead uphill from Dongdo’s dock."", ""The cableway carries cargo. The question asks about the steps and paths used on foot."", ""A vessel route is in the sea. Walking uphill on Dongdo uses steps and paths.""]",Dongdo’s dock and upper facilities are distinct locations linked by routes and transport equipment.,,,,https://dokdo.mofa.go.kr/kor/introduce/facility.jsp | https://www.jbe.go.kr/dokdo/assets/sub/picture.html
920118,910118,6,2,2,Which places do steps on Dongdo’s slope connect with the dock?,"[""Seodo’s residents’ accommodation"", ""Facilities higher on the island"", ""A harbour on Ulleungdo""]",2,Dongdo’s relief requires an uphill route from the dock to upper facilities.,"[""The accommodation is across the water on Seodo, not reached by Dongdo’s steps alone."", ""Dongdo’s relief requires an uphill route from the dock to upper facilities."", ""Ulleungdo is a separate island, not connected by these steps.""]",Dongdo’s dock and upper facilities are distinct locations linked by routes and transport equipment.,,,,https://dokdo.mofa.go.kr/kor/introduce/facility.jsp | https://www.jbe.go.kr/dokdo/assets/sub/picture.html
920119,910119,6,3,3,Which facility is listed between Dongdo’s dock and guard facilities?,"[""A railway"", ""A bridge to Seodo"", ""A cable transport system""]",3,The facilities account lists a cable system between the dock and guard facilities.,"[""The listed facility is a cable system, not a railway."", ""The described connection lies within Dongdo, not across to Seodo."", ""The facilities account lists a cable system between the dock and guard facilities.""]",Dongdo’s dock and upper facilities are distinct locations linked by routes and transport equipment.,Facility guide: a 300-m cable system links Dongdo’s dock and guard facilities. This does not describe a service open to ordinary tourists.,,,https://dokdo.mofa.go.kr/kor/introduce/facility.jsp | https://www.jbe.go.kr/dokdo/assets/sub/picture.html
920120,910120,6,4,3,What should be measured to find the actual walking distance from Dongdo’s dock to upper facilities?,"[""Distance along the steps and bends of the path"", ""Only the straight line between two points in a photo"", ""Dongdo’s entire coastal perimeter""]",1,"Walking follows the route, so a straight-line separation is insufficient.","[""Walking follows the route, so a straight-line separation is insufficient."", ""A straight line may omit bends and changes in elevation."", ""The coastline perimeter measures a different route.""]",Dongdo’s dock and upper facilities are distinct locations linked by routes and transport equipment.,Steps and a winding path lead from Dongdo’s dock to upper facilities. The task is to find walking-route length.,,,https://dokdo.mofa.go.kr/kor/introduce/facility.jsp | https://www.jbe.go.kr/dokdo/assets/sub/picture.html
920121,910121,7,1,1,Which Joseon geographical record describes the islands Usan and Mureung?,"[""Korean Empire Decree No. 41"", ""The geographical appendix to the Annals of Sejong"", ""Japan’s Dajokan directive""]",2,This geographical record of Joseon includes the two islands Usan and Mureung.,"[""The decree is an administrative order from 1900, not the Joseon geographical text."", ""This geographical record of Joseon includes the two islands Usan and Mureung."", ""The Dajokan directive is a Japanese administrative document from 1877.""]",ROK Ministry of Foreign Affairs commentary identifies Usan and Mureung in the Sejong geographical record as Dokdo and Ulleungdo.,,"A geographical record describes regions, mountains, rivers and islands.",Modern place-name identifications follow the ROK Ministry of Foreign Affairs translation and commentary.,https://dokdo.mofa.go.kr/kor/pds/part06_view02.jsp
920122,910122,7,2,2,Which modern island is identified with “Mureung” in the Sejong geographical record?,"[""Dokdo"", ""Jeju Island"", ""Ulleungdo""]",3,The commentary identifies Mureung with Ulleungdo and Usan with Dokdo.,"[""Usan, rather than Mureung, is identified as Dokdo."", ""The supplied identification concerns Dokdo and Ulleungdo, not Jeju."", ""The commentary identifies Mureung with Ulleungdo and Usan with Dokdo.""]",ROK Ministry of Foreign Affairs commentary identifies Usan and Mureung in the Sejong geographical record as Dokdo and Ulleungdo.,,,Modern place-name identifications follow the ROK Ministry of Foreign Affairs translation and commentary.,https://dokdo.mofa.go.kr/kor/pds/part06_view02.jsp
920123,910123,7,3,3,When does the Sejong geographical record say the two islands can be seen?,"[""In clear weather"", ""In dense fog"", ""Every night regardless of conditions""]",1,The translated expression refers to clear weather.,"[""The translated expression refers to clear weather."", ""The text specifies clear conditions, not dense fog."", ""The passage gives a weather condition, not an every-night rule.""]",ROK Ministry of Foreign Affairs commentary identifies Usan and Mureung in the Sejong geographical record as Dokdo and Ulleungdo.,Summary of the translated record: Usan and Mureung are not far apart and can be seen in clear weather. This historical statement does not mean they are visible every day.,,Modern place-name identifications follow the ROK Ministry of Foreign Affairs translation and commentary.,https://dokdo.mofa.go.kr/kor/pds/part06_view02.jsp
920124,910124,7,4,3,"Using the name key, what is the modern-name pair for “Usan–Mureung”, in that order?","[""Ulleungdo–Dokdo"", ""Dokdo–Ulleungdo"", ""Dokdo–Jukdo""]",2,The key pairs Usan with Dokdo and Mureung with Ulleungdo.,"[""The two identifications have been reversed."", ""The key pairs Usan with Dokdo and Mureung with Ulleungdo."", ""Mureung is identified as Ulleungdo, not Jukdo, in this commentary.""]",ROK Ministry of Foreign Affairs commentary identifies Usan and Mureung in the Sejong geographical record as Dokdo and Ulleungdo.,"Historical-name key: Usan → Dokdo; Mureung → Ulleungdo. This summarises ROK MOFA’s commentary on this record, not a rule for every text from every period.",,Modern place-name identifications follow the ROK Ministry of Foreign Affairs translation and commentary.,https://dokdo.mofa.go.kr/kor/pds/part06_view02.jsp
920125,910125,7,1,1,Which state produced the geographical appendix to the Annals of Sejong?,"[""Edo-period Japan"", ""The Korean Empire"", ""Joseon""]",3,"The Annals of Sejong are Joseon records, including the geographical appendix.","[""Edo shogunate orders and the Joseon geographical record have different origins."", ""The Korean Empire came much later; this text is from Joseon."", ""The Annals of Sejong are Joseon records, including the geographical appendix.""]",Joseon geographical records provide evidence of how places and islands were understood at the time.,,,,https://dokdo.mofa.go.kr/kor/pds/part06_view02.jsp
920126,910126,7,2,2,What is chiefly described in the geographical appendix to the Annals of Sejong?,"[""Regions and geographical information"", ""Only prohibitions on sea voyages"", ""An administrative reform order from 1900""]",1,"A geographical record describes places and features such as mountains, rivers and islands.","[""A geographical record describes places and features such as mountains, rivers and islands."", ""The appendix is a regional account, not a single voyage prohibition."", ""The 1900 reorganisation concerns Korean Empire Decree No. 41.""]",Joseon geographical records provide evidence of how places and islands were understood at the time.,,,,https://dokdo.mofa.go.kr/kor/pds/part06_view02.jsp
920127,910127,7,3,3,What can be established from the two-island entry in the Sejong geographical record?,"[""The 1900 decree was issued at that time"", ""Usan and Mureung appear in a Joseon geographical record"", ""All present island buildings already existed then""]",2,The presence of the two names is directly supported by the supplied entry.,"[""The geographical record and the 1900 decree belong to different periods."", ""The presence of the two names is directly supported by the supplied entry."", ""The excerpt does not establish the existence of today’s facilities at that time.""]",Joseon geographical records provide evidence of how places and islands were understood at the time.,The geographical appendix to the Annals of Sejong describes the location of Usan and Mureung and visibility in clear weather.,,,https://dokdo.mofa.go.kr/kor/pds/part06_view02.jsp
920128,910128,7,4,3,What information should first identify the Sejong geographical record in a historical account of Dokdo?,"[""That it was written today because a modern institution publishes it"", ""That matching names make it identical to a current map"", ""Its origin as a Joseon geographical record and its date""]",3,"Identifying origin, date and document type places the evidence in its historical setting.","[""Modern publication must not be confused with original composition."", ""A historical text and a present-day map differ in period and representation."", ""Identifying origin, date and document type places the evidence in its historical setting.""]",Joseon geographical records provide evidence of how places and islands were understood at the time.,"Create a source card: geographical appendix to the Annals of Sejong, a Joseon geographical record presented as compiled in 1454. ROK MOFA now publishes a translation and commentary.",,,https://dokdo.mofa.go.kr/kor/pds/part06_view02.jsp
